225834,834
333136,136
173823,823
125240,240
160378,378
305411,411
491667,667
313704,704
225558,558
316512,512
369321,321
126393,393
255174,174
452318,318
267965,965
499061,61
243930,930
393983,983
259039,39
41882,882
430088,88
76304,304
177135,135
304703,703
349130,130
86985,985
313745,745
362573,573
135883,883
177573,573
168195,195
374100,100
176397,397
377601,601
382328,328
368505,505
256202,202
470210,210
28204,204
390792,792
452338,338
403758,758
433530,530
281019,19
2540,540
281848,848
62898,898
142717,717
217891,891
146719,719
447071,71
203359,359
117086,86
241830,830
115544,544
270311,311
453011,11
75670,670
457397,397
338561,561
293839,839
103086,86
137609,609
318757,757
360966,966
453204,204
258745,745
177716,716
273841,841
29623,623
406287,287
307677,677
473952,952
398148,148
158950,950
439154,154
331855,855
226586,586
440309,309
4832,832
218806,806
285007,7
46155,155
38223,223
176636,636
331562,562
402772,772
268643,643
133059,59
447272,272
34958,958
346624,624
109327,327
404078,78
221467,467
142774,774
350499,499
395171,171
261086,86
462236,236
150946,946
413719,719
439781,781
187040,40
160739,739
442385,385
431391,391
305575,575
447599,599
57142,142
94527,527
494993,993
352879,879
383275,275
422928,928
22131,131
298203,203
48895,895
434972,972
462635,635
328497,497
469709,709
251533,533
393917,917
124643,643
364868,868
375749,749
281594,594
362045,45
60,60
455535,535
196451,451
495372,372
148742,742
481321,321
209157,157
273916,916
374373,373
397725,725
109504,504
200408,408
292534,534
36074,74
33088,88
324432,432
198519,519
277074,74
230661,661
278453,453
36135,135
205544,544
1600,600
139131,131
43274,274
470243,243
308764,764
491996,996
331422,422
105642,642
18901,901
424684,684
339330,330
480647,647
51080,80
75928,928
391056,56
188002,2
325264,264
485802,802
290415,415
3109,109
223768,768
115240,240
160856,856
497210,210
213391,391
96003,3
350955,955
330092,92
439516,516
234126,126
451134,134
258888,888
427777,777
97479,479
286344,344
118393,393
170926,926
43042,42
383943,943
349433,433
31670,670
429014,14
324514,514
190706,706
42631,631
344354,354
274686,686
258983,983
479435,435
446802,802
128553,553
188346,346
400947,947
154130,130
382946,946
282560,560
191568,568
79535,535
329161,161
432607,607
466075,75
422122,122
449554,554
349328,328
48054,54
391193,193
382553,553
1395,395
188709,709
194623,623
483886,886
409669,669
377446,446
162255,255
155702,702
63690,690
133418,418
387741,741
384442,442
69046,46
338702,702
207428,428
54112,112
134375,375
236033,33
162963,963
473315,315
49713,713
122916,916
217763,763
62134,134
160718,718
181104,104
315931,931
357652,652
139314,314
151913,913
280216,216
5138,138
20330,330
129582,582
298744,744
317664,664
435159,159
440507,507
129267,267
72865,865
17725,725
103184,184
195028,28
232843,843
277674,674
200277,277
75113,113
305043,43
393361,361
251358,358
62333,333
350464,464
258513,513
131881,881
122889,889
245268,268
58197,197
4698,698
232381,381
180015,15
475992,992
81501,501
499253,253
469783,783
236801,801
311840,840
264819,819
237013,13
229097,97
391692,692
239077,77
268987,987
93369,369
58347,347
373707,707
55063,63
218936,936
420840,840
323360,360
31839,839
399749,749
96985,985
411117,117
227251,251
412485,485
336992,992
354488,488
432876,876
325427,427
217101,101
401870,870
263296,296
239045,45
421887,887
418352,352
499996,996
475572,572
189065,65
364314,314
53694,694
374377,377
386976,976
277448,448
453405,405
56281,281
295289,289
365057,57
496052,52
112474,474
95105,105
491375,375
480138,138
54539,539
111685,685
330423,423
78544,544
266536,536
409866,866
325853,853
449404,404
476006,6
335166,166
304898,898
341556,556
82070,70
293569,569
88491,491
283805,805
71186,186
234568,568
299716,716
89014,14
45491,491
51999,999
427756,756
212840,840
231540,540
399122,122
217665,665
307161,161
475990,990
136409,409
203587,587
57915,915
304318,318
339999,999
78992,992
190698,698
36847,847
270061,61
147146,146
457133,133
264495,495
387004,4
175558,558
124719,719
76621,621
226327,327
241072,72
485999,999
1742,742
413113,113
92267,267
14184,184
110020,20
361989,989
80649,649
248557,557
499364,364
291467,467
488373,373
176732,732
37274,274
36446,446
418758,758
291137,137
298709,709
115407,407
65488,488
92575,575
125881,881
91882,882
423593,593
62600,600
248130,130
94098,98
416743,743
414841,841
40327,327
195112,112
453410,410
420905,905
28181,181
57058,58
78208,208
16389,389
305712,712
66146,146
442654,654
305225,225
316275,275
344658,658
220942,942
37169,169
4216,216
239686,686
20111,111
112335,335
226110,110
304855,855
200294,294
130850,850
396614,614
318960,960
123097,97
206213,213
491506,506
427147,147
421777,777
216319,319
33432,432
482234,234
219443,443
439848,848
171060,60
469363,363
77878,878
15623,623
429734,734
206674,674
98361,361
147861,861
301258,258
239942,942
471127,127
282971,971
437955,955
309511,511
457615,615
58399,399
429139,139
198031,31
154176,176
198489,489
412184,184
30824,824
292697,697
303415,415
449387,387
360143,143
297712,712
256439,439
180008,8
430549,549
261168,168
98818,818
188750,750
390443,443
473184,184
225538,538
166437,437
453695,695
97574,574
441913,913
9040,40
179336,336
320303,303
340567,567
200747,747
109510,510
199690,690
223920,920
241098,98
456038,38
472736,736
92555,555
423837,837
172518,518
77599,599
435316,316
366334,334
336438,438
456807,807
279639,639
5767,767
393111,111
291146,146
289577,577
17509,509
210376,376
468073,73
362407,407
457074,74
313858,858
344127,127
253831,831
282620,620
456094,94
485582,582
386417,417
168931,931
30060,60
150597,597
253696,696
262678,678
217799,799
53973,973
30046,46
371914,914
363826,826
180629,629
190021,21
466721,721
154501,501
476531,531
385124,124
18219,219
457437,437
388611,611
347790,790
308571,571
335803,803
311260,260
188384,384
434466,466
416217,217
277517,517
438330,330
457616,616
406081,81
64070,70
156424,424
394348,348
170081,81
442324,324
105808,808
195190,190
495577,577
307222,222
157665,665
374949,949
454652,652
260871,871
380476,476
323119,119
330450,450
471715,715
66238,238
451346,346
2011,11
364247,247
380903,903
281749,749
239392,392
445410,410
132767,767
280734,734
46294,294
166715,715
445396,396
96947,947
224158,158
164989,989
3146,146
27998,998
291180,180
245453,453
16459,459
174912,912
476291,291
349538,538
31593,593
257121,121
323895,895
238483,483
357257,257
227223,223
145280,280
463463,463
204730,730
259239,239
225367,367
353821,821
164373,373
322191,191
238869,869
390488,488
30098,98
39244,244
259337,337
252485,485
399894,894
369978,978
155306,306
396698,698
386664,664
406485,485
237376,376
343644,644
29181,181
55023,23
266369,369
198430,430
231413,413
490176,176
400218,218
393260,260
300303,303
326742,742
251011,11
260722,722
211307,307
226511,511
29972,972
69233,233
80870,870
300318,318
230233,233
239811,811
476824,824
22681,681
26365,365
45411,411
128056,56
227553,553
310754,754
481199,199
376937,937
387864,864
28288,288
304343,343
324431,431
90838,838
383694,694
316720,720
334283,283
137053,53
273688,688
351374,374
166069,69
413376,376
2359,359
168706,706
462049,49
401167,167
7879,879
11763,763
300553,553
403110,110
188287,287
99023,23
480299,299
34851,851
472754,754
10871,871
78250,250
212349,349
242602,602
48516,516
101353,353
13073,73
78766,766
130920,920
89716,716
417356,356
245722,722
58639,639
347545,545
289172,172
456995,995
135842,842
205742,742
368299,299
156993,993
191892,892
91451,451
291675,675
433383,383
260616,616
193246,246
72768,768
296128,128
353689,689
485707,707
360560,560
76091,91
60954,954
229822,822
255558,558
275474,474
213115,115
25011,11
195817,817
24475,475
435244,244
293644,644
204670,670
256672,672
297926,926
376992,992
65449,449
433932,932
122623,623
86130,130
469430,430
267699,699
456530,530
308958,958
345175,175
483062,62
209470,470
483196,196
389106,106
437913,913
37631,631
118074,74
354370,370
185712,712
294540,540
295027,27
64415,415
291655,655
145749,749
56678,678
347377,377
74584,584
206215,215
170300,300
185931,931
355636,636
227436,436
409209,209
280324,324
173191,191
356045,45
223391,391
14220,220
93958,958
483511,511
197229,229
338235,235
19014,14
418649,649
187554,554
116271,271
305125,125
475042,42
196443,443
382433,433
256301,301
44049,49
342460,460
238320,320
213909,909
366313,313
233387,387
229538,538
160436,436
228445,445
18571,571
439977,977
102021,21
115400,400
95290,290
395646,646
95210,210
485642,642
93097,97
386537,537
310605,605
415504,504
477531,531
262878,878
117013,13
87541,541
469345,345
8794,794
61408,408
355405,405
98315,315
460747,747
254433,433
242398,398
195516,516
246772,772
269243,243
211540,540
247785,785
429984,984
432250,250
271647,647
278105,105
306984,984
496096,96
82489,489
197605,605
316095,95
101065,65
262536,536
327149,149
341806,806
122911,911
74881,881
440121,121
69384,384
476876,876
18876,876
164966,966
47508,508
491128,128
95181,181
354599,599
374970,970
106598,598
79422,422
238521,521
219381,381
14197,197
414990,990
199814,814
6904,904
76016,16
414679,679
303511,511
97093,93
344837,837
320964,964
383632,632
70326,326
83857,857
448793,793
106337,337
430597,597
192054,54
32198,198
216901,901
277837,837
329236,236
156727,727
168103,103
256474,474
496776,776
62946,946
422229,229
303222,222
231092,92
12019,19
363733,733
435512,512
392555,555
218248,248
337679,679
206320,320
396685,685
291797,797
398754,754
79382,382
110308,308
170220,220
